2024-03-27 21:41:47,326 INFO    StreamThr :63380 [internal.py:wandb_internal():86] W&B internal server running at pid: 63380, started at: 2024-03-27 21:41:47.325204
2024-03-27 21:41:47,328 DEBUG   HandlerThread:63380 [handler.py:handle_request():146] handle_request: status
2024-03-27 21:41:47,332 INFO    WriterThread:63380 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_214147-bproxi7q/run-bproxi7q.wandb
2024-03-27 21:41:47,332 DEBUG   SenderThread:63380 [sender.py:send():382] send: header
2024-03-27 21:41:47,361 DEBUG   SenderThread:63380 [sender.py:send():382] send: run
2024-03-27 21:41:47,811 INFO    SenderThread:63380 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_214147-bproxi7q/files
2024-03-27 21:41:47,812 INFO    SenderThread:63380 [sender.py:_start_run_threads():1136] run started: bproxi7q with start time 1711590107.325742
2024-03-27 21:41:47,825 DEBUG   HandlerThread:63380 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 21:41:47,825 DEBUG   SenderThread:63380 [sender.py:send_request():409] send_request: check_version
2024-03-27 21:41:48,114 DEBUG   HandlerThread:63380 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 21:41:48,115 DEBUG   HandlerThread:63380 [system_info.py:__init__():27] System info init
2024-03-27 21:41:48,116 DEBUG   HandlerThread:63380 [system_info.py:__init__():42] System info init done
2024-03-27 21:41:48,116 INFO    HandlerThread:63380 [system_monitor.py:start():194] Starting system monitor
2024-03-27 21:41:48,116 INFO    SystemMonitor:63380 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 21:41:48,116 INFO    HandlerThread:63380 [system_monitor.py:probe():214] Collecting system info
2024-03-27 21:41:48,116 INFO    SystemMonitor:63380 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 21:41:48,118 DEBUG   HandlerThread:63380 [system_info.py:probe():151] Probing system
2024-03-27 21:41:48,118 INFO    SystemMonitor:63380 [interfaces.py:start():190] Started disk monitoring
2024-03-27 21:41:48,120 INFO    SystemMonitor:63380 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 21:41:48,124 INFO    SystemMonitor:63380 [interfaces.py:start():190] Started memory monitoring
2024-03-27 21:41:48,125 INFO    SystemMonitor:63380 [interfaces.py:start():190] Started network monitoring
